127.0.0.1 - - [03/Oct/2021:12:49:03 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:18:28 +0900] "GET /carrot/css/style.css?v=2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:18:43 +0900] "GET /carrot/products.jsp HTTP/1.1" 200 7617
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:18:46 +0900] "GET /carrot/shoes.jsp?id=2 HTTP/1.1" 200 17276
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:18:46 +0900] "GET /carrot/img/review/cat.jpg HTTP/1.1" 404 844
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:20:28 +0900] "GET /carrot/login.jsp HTTP/1.1" 200 1187
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:20:35 +0900] "POST /carrot/logining.jsp HTTP/1.1" 200 181
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:20:37 +0900] "GET /carrot/main.jsp HTTP/1.1" 200 4889
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:20:40 +0900] "GET /carrot/login.jsp HTTP/1.1" 200 1187
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:20:42 +0900] "GET /carrot/signup.jsp HTTP/1.1" 200 6343
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:20:47 +0900] "GET /carrot/signup.jsp HTTP/1.1" 200 6343
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:20:51 +0900] "GET /carrot/main.jsp HTTP/1.1" 200 4889
0:0:0:0:0:0:0:1 - - [03/Oct/2021:19:21:08 +0900] "GET /carrot/products.jsp HTTP/1.1" 200 7617
